Row ID,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1434,IND-EOXD89EL,16-02-2023,21-02-2023,CUST-IN-231166,Arjun Mehta,Consumer,India,Kolkata,West Bengal,700001,East,TEC-BX-79862758,Electronics,Chairs,Laptop,1819.86,14,0,163.7874
1435,IND-CV5MDHVU,12-01-2024,13-01-2024,CUST-IN-919566,Kavya Iyer,Consumer,India,Chennai,Tamil Nadu,600001,South,OFF-YQ-52603744,Electronics,Paper,Wireless Mouse,33.9,5,0,15.594
1436,IND-60AEF9L2,20-02-2023,21-02-2023,CUST-IN-148590,Priya Nair,Consumer,India,Mumbai,Maharashtra,400001,West,TEC-YT-88613269,Stationery,Paper,Desk Organizer,31.104,6,0.2,10.8864
1437,IND-23WNIO82,06-11-2023,08-11-2023,CUST-IN-226876,Priya Das,Consumer,India,Kolkata,West Bengal,700001,East,OFF-RW-13874422,Electronics,Art,Keyboard,5.248,2,0.2,0.5904
1438,IND-Y8QN0TX7,30-12-2023,04-01-2024,CUST-IN-906363,Kavya Das,Consumer,India,Chennai,Tamil Nadu,600001,South,FUR-CU-84157752,Electronics,Accessories,Wireless Mouse,263.88,3,0.2,42.8805
1439,IND-OXCE4XX1,17-10-2025,21-10-2025,CUST-IN-419446,Vikram Gupta,Consumer,India,Kolkata,West Bengal,700001,East,TEC-PH-41742777,Electronics,Chairs,Laptop,2453.43,5,0.3,-350.49
1440,IND-7198JNJH,18-09-2025,23-09-2025,CUST-IN-227771,Priya Nair,Consumer,India,Kolkata,West Bengal,700001,East,TEC-SK-07814520,Stationery,Binders,Notebook,29.7,5,0,13.365
1441,IND-4ZO7Z3TE,27-07-2025,28-07-2025,CUST-IN-696116,Priya Sharma,Consumer,India,Pune,Maharashtra,411001,West,OFF-ZU-60420608,Furniture,Paper,Wooden Table,39.96,4,0,17.982
1442,IND-KSEM7CBD,31-01-2023,02-02-2023,CUST-IN-109681,Anjali Sharma,Consumer,India,Delhi,Delhi,110001,North,FUR-WS-86993522,Furniture,Binders,Bookshelf,36.672,2,0.2,11.46
1443,IND-UZM1BPGO,29-04-2025,04-05-2025,CUST-IN-199200,Rohit Reddy,Corporate,India,Pune,Maharashtra,411001,West,FUR-JK-23721362,Furniture,Paper,Wooden Table,13.76,2,0,6.3296
1444,IND-7RXXKC2T,20-12-2025,21-12-2025,CUST-IN-171956,Rahul Sharma,Corporate,India,Bengaluru,Karnataka,560001,South,TEC-JE-04578853,Stationery,Storage,Notebook,139.424,4,0.2,17.428
1445,IND-PBH418AM,15-04-2023,18-04-2023,CUST-IN-362865,Arjun Reddy,Consumer,India,Bhubaneswar,Odisha,751001,East,FUR-XI-70894250,Furniture,Phones,Bookshelf,1979.928,9,0.2,148.4946
1446,IND-2IU2XW5S,21-01-2025,26-01-2025,CUST-IN-470975,Vikram Das,Home Office,India,Bengaluru,Karnataka,560001,South,TEC-FS-73956776,Electronics,Storage,Keyboard,164.736,4,0.2,-39.1248
1447,IND-YOUGBT08,01-02-2025,05-02-2025,CUST-IN-982195,Vikram Nair,Home Office,India,Chennai,Tamil Nadu,600001,South,OFF-JO-48412201,Electronics,Chairs,Monitor,470.302,7,0.3,-87.3418
1448,IND-ID2635NF,03-11-2023,08-11-2023,CUST-IN-062372,Rohit Gupta,Home Office,India,Mumbai,Maharashtra,400001,West,TEC-SL-20517674,Furniture,Phones,Office Chair,47.984,2,0.2,5.998
1449,IND-2MV5QRQC,21-01-2024,24-01-2024,CUST-IN-466089,Rohit Das,Corporate,India,Bhubaneswar,Odisha,751001,East,FUR-US-79449016,Electronics,Binders,Keyboard,2.502,3,0.7,-1.7514
1450,IND-GDUCN7C3,22-09-2024,27-09-2024,CUST-IN-932753,Rahul Sharma,Corporate,India,Bhubaneswar,Odisha,751001,East,FUR-KN-06915176,Electronics,Phones,Wireless Mouse,88.752,3,0.2,11.094
1451,IND-P3YCE259,19-02-2024,20-02-2024,CUST-IN-919295,Rohit Khan,Consumer,India,Ahmedabad,Gujarat,380001,West,FUR-YA-47175227,Furniture,Binders,Wooden Table,2.025,1,0.7,-1.35
1452,IND-OEEIBWIS,04-06-2025,08-06-2025,CUST-IN-224737,Neha Das,Corporate,India,Bhubaneswar,Odisha,751001,East,TEC-JL-92942512,Stationery,Paper,Notebook,70.98,7,0,34.7802
1453,IND-L72TC750,23-03-2024,26-03-2024,CUST-IN-605149,Amit Reddy,Corporate,India,Bengaluru,Karnataka,560001,South,TEC-PZ-47561583,Electronics,Binders,Monitor,91.68,3,0,45.84
1454,IND-6IVD2X9J,23-11-2024,28-11-2024,CUST-IN-399825,Vikram Mehta,Corporate,India,Jaipur,Rajasthan,302001,North,OFF-ED-94926384,Furniture,Binders,Wooden Table,33.75,5,0,16.875
1455,IND-1OU297PM,02-05-2024,03-05-2024,CUST-IN-510868,Arjun Nair,Corporate,India,Bhubaneswar,Odisha,751001,East,OFF-SX-32188004,Electronics,Machines,Wireless Mouse,3040,8,0,1459.2
1456,IND-6WTN31LN,07-07-2025,10-07-2025,CUST-IN-843352,Anjali Singh,Home Office,India,Kolkata,West Bengal,700001,East,FUR-RS-30474425,Stationery,Binders,Pen Set,91.2,3,0,41.952
1457,IND-DSXEGZED,21-09-2025,26-09-2025,CUST-IN-836938,Sneha Khan,Home Office,India,Jaipur,Rajasthan,302001,North,OFF-VL-47256756,Stationery,Tables,Desk Organizer,452.94,3,0,67.941
1458,IND-MM426HRR,01-01-2024,06-01-2024,CUST-IN-028894,Kavya Gupta,Corporate,India,Kolkata,West Bengal,700001,East,FUR-HW-53038877,Stationery,Binders,Pen Set,52.2,9,0,23.49
1459,IND-DQ7PBMRZ,28-11-2024,30-11-2024,CUST-IN-629623,Anjali Gupta,Corporate,India,Hyderabad,Telangana,500001,South,FUR-BU-79144782,Electronics,Labels,Laptop,15.936,4,0.2,5.1792
1460,IND-K2D8KTZ5,02-11-2024,03-11-2024,CUST-IN-184891,Priya Das,Consumer,India,Ahmedabad,Gujarat,380001,West,TEC-FT-25649283,Stationery,Furnishings,Marker Pack,27.46,2,0,9.8856
1461,IND-ZHAHF8OD,24-02-2025,27-02-2025,CUST-IN-510548,Arjun Das,Consumer,India,Bengaluru,Karnataka,560001,South,FUR-FM-99961553,Stationery,Binders,Desk Organizer,55.424,2,0.2,19.3984
1462,IND-6RADVHSM,09-10-2023,10-10-2023,CUST-IN-272850,Priya Patel,Consumer,India,Lucknow,Uttar Pradesh,226001,North,TEC-SH-43530529,Furniture,Tables,Wooden Table,244.006,2,0.3,-31.3722
1463,IND-RWIH5JRH,13-09-2024,15-09-2024,CUST-IN-555750,Rahul Patel,Corporate,India,Kolkata,West Bengal,700001,East,OFF-OE-77031242,Electronics,Accessories,Keyboard,159.984,2,0.2,43.9956
1464,IND-A96SE1KY,05-11-2025,06-11-2025,CUST-IN-793613,Sneha Mehta,Corporate,India,Jaipur,Rajasthan,302001,North,OFF-EG-70362262,Electronics,Chairs,Monitor,1024.716,6,0.3,-29.2776
1465,IND-PY3AFEUV,01-04-2023,02-04-2023,CUST-IN-285313,Sneha Patel,Corporate,India,Chennai,Tamil Nadu,600001,South,FUR-QA-69494161,Stationery,Fasteners,Desk Organizer,3.68,2,0,1.8032
1466,IND-8P18GM1Y,07-07-2023,08-07-2023,CUST-IN-749688,Arjun Gupta,Consumer,India,Kochi,Kerala,682001,South,TEC-EB-68848886,Furniture,Furnishings,Sofa Set,121.376,4,0.2,-3.0344
1467,IND-ZS1F7NQF,23-08-2024,28-08-2024,CUST-IN-391206,Arjun Khan,Consumer,India,Delhi,Delhi,110001,North,FUR-SA-92158861,Furniture,Accessories,Wooden Table,95.976,3,0.2,-10.7973
1468,IND-TIZF0OZ5,29-09-2025,01-10-2025,CUST-IN-327578,Amit Iyer,Home Office,India,Kolkata,West Bengal,700001,East,FUR-JL-54929463,Furniture,Accessories,Office Chair,255.968,4,0.2,31.996
1469,IND-1JGSLYN0,03-04-2024,08-04-2024,CUST-IN-677008,Priya Das,Corporate,India,Chennai,Tamil Nadu,600001,South,TEC-MH-78988692,Electronics,Chairs,Keyboard,872.94,3,0,226.9644
1470,IND-WQ8M9B7S,08-06-2023,11-06-2023,CUST-IN-083458,Kavya Mehta,Corporate,India,Bhubaneswar,Odisha,751001,East,TEC-TS-93911774,Furniture,Binders,Bookshelf,41.54,2,0,19.5238
1471,IND-UOLWAVQ5,07-06-2023,10-06-2023,CUST-IN-474268,Rahul Iyer,Corporate,India,Delhi,Delhi,110001,North,TEC-BC-48761856,Furniture,Paper,Wooden Table,12.96,2,0,6.2208
1472,IND-39G87TYR,30-11-2025,04-12-2025,CUST-IN-697648,Anjali Patel,Corporate,India,Ahmedabad,Gujarat,380001,West,TEC-BU-27692805,Electronics,Art,Wireless Mouse,6.848,2,0.2,0.5992
1473,IND-NAVCJ3HI,23-01-2024,28-01-2024,CUST-IN-585734,Sneha Patel,Corporate,India,Pune,Maharashtra,411001,West,TEC-FM-75001968,Furniture,Labels,Bookshelf,8.67,3,0,4.0749
1474,IND-700UN5TD,22-09-2023,24-09-2023,CUST-IN-189890,Anjali Reddy,Consumer,India,Jaipur,Rajasthan,302001,North,TEC-TD-37028279,Electronics,Furnishings,Monitor,6.688,4,0.6,-4.0128
1475,IND-HL3U5FH4,16-02-2023,19-02-2023,CUST-IN-429831,Neha Singh,Home Office,India,Bhubaneswar,Odisha,751001,East,TEC-BI-30450331,Stationery,Art,Pen Set,17.28,6,0,5.0112
1476,IND-VSH9V4TU,26-02-2024,28-02-2024,CUST-IN-248798,Neha Reddy,Home Office,India,Jaipur,Rajasthan,302001,North,FUR-XF-76696647,Electronics,Binders,Keyboard,17.712,3,0.2,6.4206
1477,IND-R98HBO03,03-04-2023,06-04-2023,CUST-IN-239709,Rohit Nair,Home Office,India,Mumbai,Maharashtra,400001,West,OFF-PX-58432293,Furniture,Labels,Wooden Table,28.91,7,0,13.2986
1478,IND-WV2BQUSE,31-03-2025,01-04-2025,CUST-IN-293463,Rahul Das,Consumer,India,Hyderabad,Telangana,500001,South,OFF-QY-67372231,Stationery,Supplies,Pen Set,52.136,7,0.2,5.8653
1479,IND-7GSMVLW2,28-03-2023,31-03-2023,CUST-IN-233950,Arjun Gupta,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-RH-50521843,Furniture,Phones,Office Chair,31.968,4,0.2,2.3976
1480,IND-ZP3A91IY,20-05-2025,22-05-2025,CUST-IN-615124,Anjali Singh,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-BI-48314517,Stationery,Paper,Notebook,25.92,4,0,12.4416
1481,IND-YGPAPCDM,01-08-2023,05-08-2023,CUST-IN-762332,Anjali Singh,Consumer,India,Kolkata,West Bengal,700001,East,FUR-XF-97459541,Electronics,Paper,Monitor,40.46,7,0,19.8254
1482,IND-90HBVU70,10-05-2025,13-05-2025,CUST-IN-884113,Priya Patel,Consumer,India,Chennai,Tamil Nadu,600001,South,TEC-EX-28157995,Stationery,Storage,Desk Organizer,33.87,3,0,8.8062
1483,IND-GRMURSH8,11-12-2025,13-12-2025,CUST-IN-734303,Anjali Patel,Consumer,India,Hyderabad,Telangana,500001,South,OFF-XB-51504768,Stationery,Art,Marker Pack,9.728,2,0.2,1.7024
1484,IND-N9CGTHU7,28-05-2025,30-05-2025,CUST-IN-430301,Sneha Mehta,Consumer,India,Bhubaneswar,Odisha,751001,East,FUR-NI-57249011,Stationery,Paper,Pen Set,3.424,1,0.2,1.07
1485,IND-CKOR5W01,19-09-2024,22-09-2024,CUST-IN-018844,Neha Khan,Corporate,India,Pune,Maharashtra,411001,West,OFF-LC-60273635,Stationery,Accessories,Desk Organizer,177,3,0,30.09
1486,IND-84QGD3PR,10-06-2023,12-06-2023,CUST-IN-394378,Vikram Sharma,Consumer,India,Kolkata,West Bengal,700001,East,OFF-MV-42796768,Electronics,Fasteners,Laptop,3.76,2,0,1.316
1487,IND-YST2G0P9,18-06-2024,21-06-2024,CUST-IN-354716,Neha Singh,Home Office,India,Bhubaneswar,Odisha,751001,East,TEC-YV-17908649,Stationery,Phones,Notebook,1212.848,7,0.2,106.1242
1488,IND-WIL281F1,01-12-2023,04-12-2023,CUST-IN-711512,Sneha Mehta,Home Office,India,Kolkata,West Bengal,700001,East,OFF-UO-21577962,Electronics,Accessories,Keyboard,89.97,3,0,37.7874
1489,IND-X6090Q2Y,03-06-2025,06-06-2025,CUST-IN-614381,Neha Singh,Home Office,India,Mumbai,Maharashtra,400001,West,FUR-NP-05969937,Electronics,Furnishings,Monitor,42.6,3,0,16.614
1490,IND-EWI57MQ8,23-03-2024,26-03-2024,CUST-IN-959841,Rahul Patel,Consumer,India,Kochi,Kerala,682001,South,TEC-FI-52895042,Furniture,Labels,Sofa Set,5.04,2,0.2,1.764
1491,IND-G5EZZ6CD,02-02-2023,05-02-2023,CUST-IN-056488,Anjali Singh,Corporate,India,Lucknow,Uttar Pradesh,226001,North,OFF-MW-70781903,Stationery,Envelopes,Marker Pack,62.96,4,0,28.332
1492,IND-ADINAYC2,06-08-2024,07-08-2024,CUST-IN-816459,Rohit Nair,Corporate,India,Bhubaneswar,Odisha,751001,East,TEC-BL-31964152,Stationery,Paper,Pen Set,5.88,1,0,2.8812
1493,IND-1OQNV3PK,22-03-2025,26-03-2025,CUST-IN-397647,Anjali Mehta,Corporate,India,Pune,Maharashtra,411001,West,FUR-QO-56564687,Electronics,Chairs,Keyboard,977.292,6,0.1,173.7408
1494,IND-0OG32562,28-11-2024,01-12-2024,CUST-IN-413959,Vikram Gupta,Corporate,India,Bengaluru,Karnataka,560001,South,OFF-EO-48145693,Furniture,Furnishings,Wooden Table,9.64,2,0,3.6632
1495,IND-70FOYXMN,19-12-2023,20-12-2023,CUST-IN-495706,Priya Gupta,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-RZ-97427647,Furniture,Art,Office Chair,40.05,3,0,11.214
1496,IND-RBV3T59T,20-06-2025,21-06-2025,CUST-IN-536182,Rahul Reddy,Consumer,India,Kochi,Kerala,682001,South,TEC-OR-29287351,Furniture,Art,Office Chair,10.192,7,0.2,3.185
1497,IND-WQP5GW2Y,28-10-2024,02-11-2024,CUST-IN-399082,Neha Nair,Consumer,India,Bengaluru,Karnataka,560001,South,TEC-VZ-67687422,Electronics,Storage,Keyboard,16.784,1,0.2,-0.2098
1498,IND-OB5QVY5P,31-08-2025,03-09-2025,CUST-IN-677200,Rahul Khan,Consumer,India,Lucknow,Uttar Pradesh,226001,North,TEC-HE-42935209,Electronics,Art,Keyboard,13.12,5,0.2,3.772
1499,IND-E45V5HA9,27-09-2024,30-09-2024,CUST-IN-634582,Rahul Iyer,Home Office,India,Lucknow,Uttar Pradesh,226001,North,TEC-SD-41142399,Electronics,Binders,Wireless Mouse,18.16,5,0.2,6.583
1500,IND-W3F1W04P,19-03-2024,23-03-2024,CUST-IN-061178,Neha Sharma,Consumer,India,Pune,Maharashtra,411001,West,OFF-SR-60360940,Furniture,Paper,Office Chair,16.056,3,0.2,5.8203
1501,IND-95CKLFF5,04-07-2024,07-07-2024,CUST-IN-092587,Sneha Gupta,Consumer,India,Ahmedabad,Gujarat,380001,West,TEC-TA-84158029,Stationery,Paper,Notebook,223.056,9,0.2,69.705
1502,IND-K2DKSYHP,08-09-2025,09-09-2025,CUST-IN-769969,Vikram Singh,Consumer,India,Jaipur,Rajasthan,302001,North,FUR-TZ-71042657,Furniture,Storage,Bookshelf,540.048,3,0.2,-47.2542
1503,IND-8SDXZSB7,15-11-2025,16-11-2025,CUST-IN-287692,Neha Reddy,Home Office,India,Kochi,Kerala,682001,South,FUR-PB-89680028,Furniture,Phones,Office Chair,33.52,2,0.2,3.352
1504,IND-0S8LT1US,15-02-2025,17-02-2025,CUST-IN-319173,Neha Gupta,Home Office,India,Jaipur,Rajasthan,302001,North,TEC-UM-68158241,Electronics,Furnishings,Keyboard,9.94,2,0,3.0814
1505,IND-KUTABQK1,27-08-2023,29-08-2023,CUST-IN-878982,Priya Patel,Home Office,India,Pune,Maharashtra,411001,West,OFF-PR-98488239,Furniture,Art,Wooden Table,6.72,4,0,3.36
1506,IND-2C3CSQGS,19-11-2023,20-11-2023,CUST-IN-401563,Anjali Patel,Home Office,India,Pune,Maharashtra,411001,West,TEC-NJ-21745460,Electronics,Tables,Monitor,1004.976,6,0.2,-175.8708
1507,IND-GDV8HCS8,21-05-2023,25-05-2023,CUST-IN-046749,Anjali Nair,Consumer,India,Chennai,Tamil Nadu,600001,South,OFF-SB-10791142,Stationery,Binders,Desk Organizer,17.88,3,0.2,5.5875
1508,IND-AY99R3FC,28-08-2025,30-08-2025,CUST-IN-405517,Rohit Das,Consumer,India,Jaipur,Rajasthan,302001,North,TEC-YQ-89339566,Furniture,Machines,Bookshelf,396,4,0,190.08
1509,IND-R3XSJP4L,03-08-2024,08-08-2024,CUST-IN-050465,Vikram Sharma,Home Office,India,Kolkata,West Bengal,700001,East,OFF-FU-68730133,Stationery,Binders,Marker Pack,34.5,3,0,15.525
1510,IND-T6M243FG,04-12-2024,05-12-2024,CUST-IN-707232,Neha Nair,Consumer,India,Kolkata,West Bengal,700001,East,FUR-DF-67260090,Stationery,Furnishings,Notebook,8.36,2,0,3.0096
1511,IND-N1W36XNG,12-07-2025,14-07-2025,CUST-IN-801460,Vikram Das,Corporate,India,Ahmedabad,Gujarat,380001,West,TEC-CI-49963480,Furniture,Art,Wooden Table,385.6,8,0,111.824
1512,IND-I8IVOH08,10-02-2024,11-02-2024,CUST-IN-398307,Priya Reddy,Corporate,India,Delhi,Delhi,110001,North,OFF-FX-24765534,Furniture,Art,Sofa Set,35.82,9,0,11.8206
1513,IND-2EPH3I9R,27-12-2023,01-01-2024,CUST-IN-507275,Neha Iyer,Consumer,India,Pune,Maharashtra,411001,West,OFF-AV-61183295,Stationery,Storage,Notebook,200.064,3,0.2,12.504
1514,IND-PPMNBCVB,05-07-2024,08-07-2024,CUST-IN-451016,Arjun Das,Consumer,India,Kolkata,West Bengal,700001,East,FUR-XE-32810313,Furniture,Binders,Bookshelf,21.38,5,0.8,-33.139
1515,IND-E2XFVQEN,09-04-2024,11-04-2024,CUST-IN-647934,Kavya Reddy,Consumer,India,Lucknow,Uttar Pradesh,226001,North,TEC-JH-17316691,Furniture,Binders,Wooden Table,6.744,4,0.8,-11.4648
1516,IND-QSSFO5GP,23-09-2025,25-09-2025,CUST-IN-223184,Priya Nair,Consumer,India,Hyderabad,Telangana,500001,South,OFF-RE-79570331,Furniture,Chairs,Office Chair,63.686,1,0.3,-9.098
1517,IND-916V7DJL,30-09-2023,01-10-2023,CUST-IN-210216,Kavya Nair,Consumer,India,Hyderabad,Telangana,500001,South,FUR-OD-23574202,Stationery,Tables,Desk Organizer,1669.6,4,0,116.872
1518,IND-HQLQDAYJ,10-01-2023,11-01-2023,CUST-IN-542762,Arjun Khan,Consumer,India,Ahmedabad,Gujarat,380001,West,FUR-CQ-71465735,Furniture,Binders,Office Chair,83.84,2,0.2,27.248
1519,IND-D778U5EX,24-02-2024,25-02-2024,CUST-IN-556218,Kavya Singh,Consumer,India,Delhi,Delhi,110001,North,FUR-FH-13692511,Electronics,Binders,Monitor,13.272,3,0.2,4.3134
1520,IND-1IXKK35X,20-10-2025,25-10-2025,CUST-IN-104462,Amit Khan,Corporate,India,Bhubaneswar,Odisha,751001,East,OFF-HO-87223126,Stationery,Binders,Pen Set,21.336,7,0.2,7.7343
1521,IND-NA33GN4G,05-02-2023,09-02-2023,CUST-IN-926143,Vikram Patel,Home Office,India,Pune,Maharashtra,411001,West,TEC-CR-99199311,Stationery,Art,Marker Pack,16.52,5,0.2,2.065
1522,IND-GGBJJPPL,06-12-2025,10-12-2025,CUST-IN-888477,Kavya Iyer,Consumer,India,Hyderabad,Telangana,500001,South,FUR-HF-57876852,Electronics,Furnishings,Keyboard,206.112,6,0.2,48.9516
1523,IND-2YDCPVAS,29-06-2025,03-07-2025,CUST-IN-517807,Rohit Khan,Consumer,India,Jaipur,Rajasthan,302001,North,FUR-UQ-24260294,Furniture,Paper,Bookshelf,19.92,5,0.2,6.723
1524,IND-3BO18QOT,16-02-2025,19-02-2025,CUST-IN-183810,Anjali Reddy,Consumer,India,Delhi,Delhi,110001,North,FUR-QE-35413888,Stationery,Paper,Marker Pack,198.272,8,0.2,61.96
1525,IND-AP2OU8DD,07-01-2025,11-01-2025,CUST-IN-891891,Kavya Nair,Consumer,India,Ahmedabad,Gujarat,380001,West,TEC-YC-15769588,Electronics,Storage,Laptop,247.104,6,0.2,-58.6872
1526,IND-AM6B3R6H,25-02-2024,29-02-2024,CUST-IN-544047,Rahul Singh,Consumer,India,Lucknow,Uttar Pradesh,226001,North,TEC-KH-30693206,Electronics,Art,Monitor,86.304,6,0.2,9.7092
1527,IND-1COX1ZXE,04-01-2025,07-01-2025,CUST-IN-577247,Anjali Gupta,Consumer,India,Bengaluru,Karnataka,560001,South,FUR-HI-77442142,Electronics,Art,Monitor,4.16,2,0.2,0.364
1528,IND-QYF6PKAP,07-07-2024,11-07-2024,CUST-IN-030377,Amit Mehta,Consumer,India,Kolkata,West Bengal,700001,East,TEC-RL-67408275,Furniture,Furnishings,Sofa Set,11.648,2,0.2,3.3488
1529,IND-PZN50JA5,17-05-2023,21-05-2023,CUST-IN-330714,Anjali Das,Corporate,India,Bhubaneswar,Odisha,751001,East,FUR-JA-23655053,Electronics,Fasteners,Monitor,26.18,7,0,0.5236
1530,IND-6Z3ST494,11-08-2024,12-08-2024,CUST-IN-569055,Amit Reddy,Corporate,India,Bhubaneswar,Odisha,751001,East,OFF-LV-07167163,Electronics,Paper,Wireless Mouse,7.3,2,0,3.431
1531,IND-B80PE0RZ,18-08-2025,21-08-2025,CUST-IN-501922,Priya Mehta,Corporate,India,Ahmedabad,Gujarat,380001,West,FUR-MD-08805135,Furniture,Paper,Wooden Table,74.352,3,0.2,23.235
1532,IND-0EHCAHVQ,10-10-2025,11-10-2025,CUST-IN-984431,Priya Sharma,Consumer,India,Mumbai,Maharashtra,400001,West,FUR-AO-62941421,Stationery,Storage,Desk Organizer,10.744,1,0.2,0.8058
1533,IND-M4VT9KQL,12-09-2023,15-09-2023,CUST-IN-932969,Priya Mehta,Consumer,India,Bengaluru,Karnataka,560001,South,FUR-OP-42499775,Electronics,Fasteners,Keyboard,8.376,3,0.2,2.7222
1534,IND-NNW9NLNC,17-03-2024,19-03-2024,CUST-IN-917940,Kavya Khan,Corporate,India,Mumbai,Maharashtra,400001,West,TEC-GS-50111025,Stationery,Storage,Notebook,212.88,6,0,0
1535,IND-4LBQA6PT,09-02-2024,10-02-2024,CUST-IN-819126,Anjali Singh,Home Office,India,Jaipur,Rajasthan,302001,North,OFF-BR-45663250,Stationery,Bookcases,Notebook,203.983,2,0.15,16.7986
1536,IND-PSC5ZYP8,13-11-2024,18-11-2024,CUST-IN-856882,Priya Khan,Corporate,India,Lucknow,Uttar Pradesh,226001,North,OFF-MK-12666417,Furniture,Storage,Office Chair,40.74,3,0,0.4074
1537,IND-1Y6FPP6Y,06-04-2024,09-04-2024,CUST-IN-819297,Sneha Patel,Corporate,India,Lucknow,Uttar Pradesh,226001,North,OFF-CS-95906055,Stationery,Appliances,Pen Set,11.67,3,0,3.0342
1538,IND-VV6RRO98,22-01-2024,27-01-2024,CUST-IN-960370,Anjali Gupta,Consumer,India,Bhubaneswar,Odisha,751001,East,OFF-GY-00900975,Electronics,Phones,Laptop,39.99,1,0,11.5971
1539,IND-3YUDXZ8N,03-11-2024,05-11-2024,CUST-IN-979718,Arjun Das,Consumer,India,Bhubaneswar,Odisha,751001,East,TEC-WC-47547395,Electronics,Art,Keyboard,16.28,2,0,6.512
1540,IND-IQ5DO3Z7,01-02-2024,02-02-2024,CUST-IN-756065,Sneha Iyer,Consumer,India,Pune,Maharashtra,411001,West,FUR-EN-43015397,Furniture,Bookcases,Wooden Table,782.94,3,0,203.5644
1541,IND-TA6M7D22,15-05-2024,16-05-2024,CUST-IN-044316,Vikram Das,Consumer,India,Delhi,Delhi,110001,North,OFF-CD-20997186,Furniture,Binders,Bookshelf,242.48,7,0,116.3904
1542,IND-784KEVNB,15-10-2023,19-10-2023,CUST-IN-425103,Arjun Khan,Consumer,India,Bhubaneswar,Odisha,751001,East,OFF-QI-55885871,Electronics,Furnishings,Laptop,8.32,5,0.2,2.288
1543,IND-BWSJGQKW,10-04-2024,13-04-2024,CUST-IN-224324,Sneha Reddy,Consumer,India,Bengaluru,Karnataka,560001,South,FUR-EC-62713216,Furniture,Fasteners,Wooden Table,10.464,6,0.2,1.7004
1544,IND-2QL0AH72,09-07-2024,10-07-2024,CUST-IN-105815,Rohit Das,Home Office,India,Ahmedabad,Gujarat,380001,West,OFF-OQ-61973342,Stationery,Binders,Notebook,82.896,3,0.2,29.0136
1545,IND-01LGFB5D,06-01-2023,09-01-2023,CUST-IN-414514,Sneha Patel,Home Office,India,Bhubaneswar,Odisha,751001,East,FUR-XW-13714687,Electronics,Paper,Keyboard,34.24,4,0,16.0928
1546,IND-35WI921H,21-04-2025,24-04-2025,CUST-IN-209021,Rohit Gupta,Corporate,India,Delhi,Delhi,110001,North,OFF-SF-08214790,Stationery,Bookcases,Pen Set,1573.488,7,0.2,196.686
1547,IND-ABT2DVI3,31-07-2023,05-08-2023,CUST-IN-930261,Rohit Patel,Corporate,India,Delhi,Delhi,110001,North,FUR-TF-12856133,Stationery,Paper,Notebook,335.52,4,0.2,117.432
1548,IND-WKU5MFS9,13-04-2023,14-04-2023,CUST-IN-208961,Kavya Das,Corporate,India,Lucknow,Uttar Pradesh,226001,North,TEC-ZF-23092922,Stationery,Binders,Marker Pack,23.912,2,0.8,-40.6504
1549,IND-XRZEOGT7,03-11-2025,08-11-2025,CUST-IN-421058,Neha Mehta,Corporate,India,Chennai,Tamil Nadu,600001,South,FUR-YS-83195981,Furniture,Storage,Bookshelf,27.056,2,0.2,2.3674
1550,IND-VN609FTU,04-12-2023,05-12-2023,CUST-IN-898050,Priya Mehta,Consumer,India,Mumbai,Maharashtra,400001,West,OFF-TO-70388312,Electronics,Copiers,Wireless Mouse,559.992,1,0.2,174.9975
1551,IND-1R7N7GRS,29-01-2023,30-01-2023,CUST-IN-464092,Vikram Khan,Home Office,India,Bhubaneswar,Odisha,751001,East,TEC-BZ-74356427,Furniture,Appliances,Bookshelf,9.324,6,0.8,-24.7086
1552,IND-6VIP2F6R,13-08-2023,16-08-2023,CUST-IN-350335,Neha Nair,Consumer,India,Kolkata,West Bengal,700001,East,TEC-XV-06708696,Stationery,Paper,Marker Pack,111.96,2,0,54.8604
1553,IND-W3PK0QJ4,07-12-2023,12-12-2023,CUST-IN-548503,Anjali Gupta,Home Office,India,Kolkata,West Bengal,700001,East,FUR-TE-29022069,Furniture,Labels,Office Chair,21.56,7,0,10.3488
1554,IND-5QFSSXRN,26-06-2023,27-06-2023,CUST-IN-513551,Neha Reddy,Consumer,India,Bhubaneswar,Odisha,751001,East,FUR-PZ-42994081,Stationery,Binders,Desk Organizer,124.75,5,0,57.385
1555,IND-5I2TS9AR,08-03-2024,12-03-2024,CUST-IN-270165,Rohit Mehta,Corporate,India,Jaipur,Rajasthan,302001,North,FUR-NS-60769280,Stationery,Art,Desk Organizer,5.28,3,0,1.5312
1556,IND-0NUN1UOD,22-03-2024,25-03-2024,CUST-IN-430941,Anjali Das,Consumer,India,Kolkata,West Bengal,700001,East,FUR-LY-37945517,Stationery,Accessories,Notebook,91.96,4,0,39.5428
1557,IND-PEV5A4LL,26-06-2024,30-06-2024,CUST-IN-173796,Neha Nair,Consumer,India,Hyderabad,Telangana,500001,South,TEC-WS-78071335,Furniture,Envelopes,Office Chair,9.344,1,0.2,3.504
